FECHA_INGRESO,RESULTADO,municipio_resx
2020-07-14,25,"NAYARIT,TEPIC"
2020-07-14,3,"NAYARIT,XALISCO"
2020-07-14,4,"NUEVO LEÓN,ALLENDE"
2020-07-14,4,"NUEVO LEÓN,ANÁHUAC"
2020-07-14,59,"NUEVO LEÓN,APODACA"
2020-07-14,5,"NUEVO LEÓN,CADEREYTA JIMÉNEZ"
2020-07-14,3,"NUEVO LEÓN,CERRALVO"
2020-07-14,2,"NUEVO LEÓN,CHINA"
2020-07-14,2,"NUEVO LEÓN,DOCTOR ARROYO"
2020-07-14,1,"NUEVO LEÓN,DOCTOR COSS"
2020-07-14,2,"NUEVO LEÓN,EL CARMEN"
2020-07-14,1,"NUEVO LEÓN,GALEANA"
2020-07-14,27,"NUEVO LEÓN,GARCÍA"
2020-07-14,4,"NUEVO LEÓN,GENERAL BRAVO"
2020-07-14,34,"NUEVO LEÓN,GENERAL ESCOBEDO"
2020-07-14,1,"NUEVO LEÓN,GENERAL TERÁN"
2020-07-14,1,"NUEVO LEÓN,GENERAL TREVIÑO"
2020-07-14,4,"NUEVO LEÓN,GENERAL ZUAZUA"
2020-07-14,79,"NUEVO LEÓN,GUADALUPE"
2020-07-14,1,"NUEVO LEÓN,HUALAHUISES"
2020-07-14,1,"NUEVO LEÓN,ITURBIDE"
2020-07-14,18,"NUEVO LEÓN,JUÁREZ"
2020-07-14,1,"NUEVO LEÓN,LAMPAZOS DE NARANJO"
2020-07-14,20,"NUEVO LEÓN,LINARES"
2020-07-14,3,"NUEVO LEÓN,MONTEMORELOS"
2020-07-14,179,"NUEVO LEÓN,MONTERREY"
2020-07-14,2,"NUEVO LEÓN,PESQUERÍA"
2020-07-14,6,"NUEVO LEÓN,SABINAS HIDALGO"
2020-07-14,6,"NUEVO LEÓN,SALINAS VICTORIA"
2020-07-14,54,"NUEVO LEÓN,SAN NICOLÁS DE LOS GARZA"
2020-07-14,8,"NUEVO LEÓN,SAN PEDRO GARZA GARCÍA"
2020-07-14,41,"NUEVO LEÓN,SANTA CATARINA"
2020-07-14,2,"NUEVO LEÓN,SANTIAGO"
2020-07-14,1,"NUEVO LEÓN,VILLALDAMA"
2020-07-14,3,"OAXACA,CUILÁPAM DE GUERRERO"
2020-07-14,1,"OAXACA,HEROICA CIUDAD DE EJUTLA DE CRESPO"
2020-07-14,3,"OAXACA,HEROICA CIUDAD DE HUAJUAPAN DE LEÓN"
2020-07-14,2,"OAXACA,HEROICA CIUDAD DE TLAXIACO"
2020-07-14,1,"OAXACA,HUAUTLA DE JIMÉNEZ"
2020-07-14,2,"OAXACA,JUCHITÁN DE ZARAGOZA"
2020-07-14,2,"OAXACA,LOMA BONITA"
2020-07-14,1,"OAXACA,MAGDALENA OCOTLÁN"
2020-07-14,1,"OAXACA,NAZARENO ETLA"
2020-07-14,45,"OAXACA,OAXACA DE JUÁREZ"
2020-07-14,1,"OAXACA,OCOTLÁN DE MORELOS"
2020-07-14,3,"OAXACA,SALINA CRUZ"
2020-07-14,1,"OAXACA,SAN AGUSTÍN DE LAS JUNTAS"
2020-07-14,2,"OAXACA,SAN AGUSTÍN ETLA"
2020-07-14,7,"OAXACA,SAN ANTONIO DE LA CAL"
2020-07-14,1,"OAXACA,SAN BARTOLO COYOTEPEC"
2020-07-14,1,"OAXACA,SAN DIONISIO OCOTEPEC"
2020-07-14,2,"OAXACA,SAN JACINTO AMILPAS"
2020-07-14,1,"OAXACA,SAN JOSÉ CHILTEPEC"
2020-07-14,1,"OAXACA,SAN JOSÉ DEL PROGRESO"
2020-07-14,1,"OAXACA,SAN JUAN BAUTISTA CUICATLÁN"
2020-07-14,2,"OAXACA,SAN JUAN BAUTISTA GUELACHE"
2020-07-14,26,"OAXACA,SAN JUAN BAUTISTA TUXTEPEC"
2020-07-14,1,"OAXACA,SAN LUCAS OJITLÁN"
2020-07-14,1,"OAXACA,SAN MIGUEL AHUEHUETITLÁN"
2020-07-14,2,"OAXACA,SAN PABLO ETLA"
2020-07-14,2,"OAXACA,SAN PABLO HUITZO"
2020-07-14,1,"OAXACA,SAN PEDRO COMITANCILLO"
2020-07-14,1,"OAXACA,SAN PEDRO IXTLAHUACA"
2020-07-14,2,"OAXACA,SAN PEDRO MIXTEPEC"
2020-07-14,1,"OAXACA,SAN PEDRO POCHUTLA"
2020-07-14,4,"OAXACA,SAN SEBASTIÁN TUTLA"
2020-07-14,2,"OAXACA,SAN VICENTE COATLÁN"
2020-07-14,2,"OAXACA,SANTA CRUZ AMILPAS"
2020-07-14,1,"OAXACA,SANTA CRUZ MIXTEPEC"
2020-07-14,10,"OAXACA,SANTA CRUZ XOXOCOTLÁN"
2020-07-14,9,"OAXACA,SANTA LUCÍA DEL CAMINO"
2020-07-14,1,"OAXACA,SANTA MARÍA ATZOMPA"
2020-07-14,2,"OAXACA,SANTA MARÍA DEL TULE"
2020-07-14,2,"OAXACA,SANTA MARÍA JALAPA DEL MARQUÉS"
2020-07-14,1,"OAXACA,SANTA MARÍA PETAPA"
2020-07-14,1,"OAXACA,SANTIAGO ATITLÁN"
2020-07-14,2,"OAXACA,SANTIAGO JUXTLAHUACA"
2020-07-14,1,"OAXACA,SANTIAGO MATATLÁN"
2020-07-14,2,"OAXACA,SANTIAGO PINOTEPA NACIONAL"
2020-07-14,3,"OAXACA,SANTO DOMINGO TEHUANTEPEC"
2020-07-14,1,"OAXACA,SANTO DOMINGO TEPUXTEPEC"
2020-07-14,1,"OAXACA,SANTO DOMINGO TONALÁ"
2020-07-14,2,"OAXACA,SOLEDAD ETLA"
2020-07-14,1,"OAXACA,TAMAZULÁPAM DEL ESPÍRITU SANTO"
2020-07-14,1,"OAXACA,TLALIXTAC DE CABRERA"
2020-07-14,1,"OAXACA,VILLA DE ETLA"
2020-07-14,4,"OAXACA,VILLA DE ZAACHILA"
2020-07-14,3,"OAXACA,ZIMATLÁN DE ÁLVAREZ"
2020-07-14,2,"PUEBLA,ACATLÁN"
2020-07-14,4,"PUEBLA,ACATZINGO"
2020-07-14,1,"PUEBLA,AHUAZOTEPEC"
2020-07-14,1,"PUEBLA,AJALPAN"
2020-07-14,1,"PUEBLA,ALTEPEXI"
2020-07-14,5,"PUEBLA,AMOZOC"
2020-07-14,1,"PUEBLA,ATEMPAN"
2020-07-14,1,"PUEBLA,ATLIXCO"
2020-07-14,1,"PUEBLA,CAÑADA MORELOS"
2020-07-14,3,"PUEBLA,CHALCHICOMULA DE SESMA"
2020-07-14,1,"PUEBLA,CHIAUTLA"
2020-07-14,1,"PUEBLA,CHIETLA"
2020-07-14,2,"PUEBLA,CHIGNAHUAPAN"
2020-07-14,1,"PUEBLA,CHIGNAUTLA"
2020-07-14,2,"PUEBLA,CORONANGO"
2020-07-14,1,"PUEBLA,COXCATLÁN"
2020-07-14,2,"PUEBLA,CUAUTINCHÁN"
2020-07-14,5,"PUEBLA,CUAUTLANCINGO"
2020-07-14,2,"PUEBLA,HUAQUECHULA"
2020-07-14,2,"PUEBLA,HUATLATLAUCA"
2020-07-14,2,"PUEBLA,HUAUCHINANGO"
2020-07-14,2,"PUEBLA,HUEHUETLÁN EL CHICO"
2020-07-14,5,"PUEBLA,HUEJOTZINGO"
2020-07-14,1,"PUEBLA,HUEYAPAN"
2020-07-14,1,"PUEBLA,IXTACAMAXTITLÁN"
2020-07-14,4,"PUEBLA,IZÚCAR DE MATAMOROS"
2020-07-14,4,"PUEBLA,LIBRES"
2020-07-14,1,"PUEBLA,NICOLÁS BRAVO"
2020-07-14,3,"PUEBLA,ORIENTAL"
2020-07-14,1,"PUEBLA,PALMAR DE BRAVO"
2020-07-14,233,"PUEBLA,PUEBLA"
2020-07-14,1,"PUEBLA,QUECHOLAC"
2020-07-14,13,"PUEBLA,SAN ANDRÉS CHOLULA"
2020-07-14,1,"PUEBLA,SAN FELIPE TEOTLALCINGO"
2020-07-14,9,"PUEBLA,SAN MARTÍN TEXMELUCAN"
2020-07-14,1,"PUEBLA,SAN MIGUEL XOXTLA"
2020-07-14,7,"PUEBLA,SAN PEDRO CHOLULA"
2020-07-14,4,"PUEBLA,SAN SALVADOR EL SECO"
2020-07-14,1,"PUEBLA,SANTIAGO MIAHUATLÁN"
2020-07-14,7,"PUEBLA,TECAMACHALCO"
2020-07-14,33,"PUEBLA,TEHUACÁN"
2020-07-14,2,"PUEBLA,TEPANCO DE LÓPEZ"
2020-07-14,3,"PUEBLA,TEPEACA"
2020-07-14,1,"PUEBLA,TETELES DE AVILA CASTILLO"
2020-07-14,24,"PUEBLA,TEZIUTLÁN"
2020-07-14,1,"PUEBLA,TLACHICHUCA"
2020-07-14,2,"PUEBLA,TULCINGO"
2020-07-14,2,"PUEBLA,XICOTEPEC"
2020-07-14,1,"PUEBLA,XOCHILTEPEC"
2020-07-14,1,"PUEBLA,ZACAPALA"
2020-07-14,3,"PUEBLA,ZACATLÁN"
2020-07-14,1,"PUEBLA,ZAPOTITLÁN"
2020-07-14,1,"QUERÉTARO,COLÓN"
2020-07-14,4,"QUERÉTARO,CORREGIDORA"
2020-07-14,1,"QUERÉTARO,EL MARQUÉS"
2020-07-14,1,"QUERÉTARO,HUIMILPAN"
2020-07-14,2,"QUERÉTARO,LANDA DE MATAMOROS"
2020-07-14,2,"QUERÉTARO,PEDRO ESCOBEDO"
2020-07-14,1,"QUERÉTARO,PINAL DE AMOLES"
2020-07-14,44,"QUERÉTARO,QUERÉTARO"
2020-07-14,4,"QUERÉTARO,SAN JUAN DEL RÍO"
2020-07-14,1,"QUINTANA ROO,BACALAR"
2020-07-14,80,"QUINTANA ROO,BENITO JUÁREZ"
2020-07-14,3,"QUINTANA ROO,COZUMEL"
2020-07-14,4,"QUINTANA ROO,FELIPE CARRILLO PUERTO"
2020-07-14,2,"QUINTANA ROO,ISLA MUJERES"
2020-07-14,2,"QUINTANA ROO,JOSÉ MARÍA MORELOS"
2020-07-14,3,"QUINTANA ROO,LÁZARO CÁRDENAS"
2020-07-14,56,"QUINTANA ROO,OTHÓN P. BLANCO"
2020-07-14,27,"QUINTANA ROO,SOLIDARIDAD"
2020-07-14,1,"QUINTANA ROO,TULUM"
2020-07-14,2,"SAN LUIS POTOSÍ,AHUALULCO"
2020-07-14,3,"SAN LUIS POTOSÍ,AQUISMÓN"
2020-07-14,2,"SAN LUIS POTOSÍ,AXTLA DE TERRAZAS"
2020-07-14,2,"SAN LUIS POTOSÍ,CEDRAL"
2020-07-14,1,"SAN LUIS POTOSÍ,CERRITOS"
2020-07-14,2,"SAN LUIS POTOSÍ,CIUDAD FERNÁNDEZ"
2020-07-14,78,"SAN LUIS POTOSÍ,CIUDAD VALLES"
2020-07-14,1,"SAN LUIS POTOSÍ,COXCATLÁN"
2020-07-14,1,"SAN LUIS POTOSÍ,CÁRDENAS"
2020-07-14,1,"SAN LUIS POTOSÍ,EL NARANJO"
2020-07-14,1,"SAN LUIS POTOSÍ,HUEHUETLÁN"
2020-07-14,18,"SAN LUIS POTOSÍ,MATEHUALA"
2020-07-14,1,"SAN LUIS POTOSÍ,MATLAPA"
2020-07-14,3,"SAN LUIS POTOSÍ,MEXQUITIC DE CARMONA"
2020-07-14,9,"SAN LUIS POTOSÍ,RIOVERDE"
2020-07-14,151,"SAN LUIS POTOSÍ,SAN LUIS POTOSÍ"
2020-07-14,4,"SAN LUIS POTOSÍ,SANTA MARÍA DEL RÍO"
2020-07-14,27,"SAN LUIS POTOSÍ,SOLEDAD DE GRACIANO SÁNCHEZ"
2020-07-14,16,"SAN LUIS POTOSÍ,TAMAZUNCHALE"
2020-07-14,1,"SAN LUIS POTOSÍ,TAMPAMOLÓN CORONA"
2020-07-14,8,"SAN LUIS POTOSÍ,TAMUÍN"
2020-07-14,1,"SAN LUIS POTOSÍ,TANCANHUITZ"
2020-07-14,3,"SAN LUIS POTOSÍ,TANLAJÁS"
2020-07-14,7,"SAN LUIS POTOSÍ,TANQUIÁN DE ESCOBEDO"
2020-07-14,1,"SAN LUIS POTOSÍ,VANEGAS"
2020-07-14,4,"SAN LUIS POTOSÍ,VILLA DE ARISTA"
2020-07-14,1,"SAN LUIS POTOSÍ,VILLA DE ARRIAGA"
2020-07-14,1,"SAN LUIS POTOSÍ,VILLA DE LA PAZ"
2020-07-14,2,"SAN LUIS POTOSÍ,VILLA DE REYES"
2020-07-14,2,"SAN LUIS POTOSÍ,XILITLA"
2020-07-14,21,"SINALOA,AHOME"
2020-07-14,2,"SINALOA,ANGOSTURA"
2020-07-14,1,"SINALOA,CHOIX"
2020-07-14,71,"SINALOA,CULIACÁN"
2020-07-14,2,"SINALOA,EL FUERTE"
2020-07-14,1,"SINALOA,ELOTA"
2020-07-14,2,"SINALOA,ESCUINAPA"
2020-07-14,27,"SINALOA,GUASAVE"
2020-07-14,40,"SINALOA,MAZATLÁN"
2020-07-14,4,"SINALOA,NAVOLATO"
2020-07-14,2,"SINALOA,ROSARIO"
2020-07-14,3,"SINALOA,SALVADOR ALVARADO"
2020-07-14,8,"SONORA,AGUA PRIETA"
2020-07-14,1,"SONORA,BENITO JUÁREZ"
2020-07-14,11,"SONORA,CABORCA"
2020-07-14,31,"SONORA,CAJEME"
2020-07-14,5,"SONORA,CANANEA"
2020-07-14,3,"SONORA,EMPALME"
2020-07-14,2,"SONORA,ETCHOJOA"
2020-07-14,11,"SONORA,GUAYMAS"
2020-07-14,113,"SONORA,HERMOSILLO"
2020-07-14,3,"SONORA,HUATABAMPO"
2020-07-14,1,"SONORA,NACOZARI DE GARCÍA"
2020-07-14,11,"SONORA,NAVOJOA"
2020-07-14,8,"SONORA,NOGALES"
2020-07-14,5,"SONORA,PUERTO PEÑASCO"
2020-07-14,5,"SONORA,ROSARIO"
2020-07-14,3,"SONORA,SAN JAVIER"
2020-07-14,19,"SONORA,SAN LUIS RÍO COLORADO"
2020-07-14,13,"TABASCO,BALANCÁN"
2020-07-14,17,"TABASCO,CENTLA"
2020-07-14,197,"TABASCO,CENTRO"
2020-07-14,23,"TABASCO,COMALCALCO"
2020-07-14,21,"TABASCO,CUNDUACÁN"
2020-07-14,14,"TABASCO,CÁRDENAS"
2020-07-14,15,"TABASCO,EMILIANO ZAPATA"
2020-07-14,12,"TABASCO,HUIMANGUILLO"
2020-07-14,8,"TABASCO,JALAPA"
2020-07-14,10,"TABASCO,JALPA DE MÉNDEZ"
2020-07-14,14,"TABASCO,JONUTA"
2020-07-14,25,"TABASCO,MACUSPANA"
2020-07-14,48,"TABASCO,NACAJUCA"
2020-07-14,7,"TABASCO,PARAÍSO"
2020-07-14,7,"TABASCO,TACOTALPA"
2020-07-14,8,"TABASCO,TEAPA"
2020-07-14,23,"TABASCO,TENOSIQUE"
2020-07-14,45,"TAMAULIPAS,ALTAMIRA"
2020-07-14,1,"TAMAULIPAS,CAMARGO"
2020-07-14,52,"TAMAULIPAS,CIUDAD MADERO"
2020-07-14,24,"TAMAULIPAS,EL MANTE"
2020-07-14,2,"TAMAULIPAS,GONZÁLEZ"
2020-07-14,1,"TAMAULIPAS,GUSTAVO DÍAZ ORDAZ"
2020-07-14,2,"TAMAULIPAS,HIDALGO"
2020-07-14,85,"TAMAULIPAS,MATAMOROS"
2020-07-14,35,"TAMAULIPAS,NUEVO LAREDO"
2020-07-14,101,"TAMAULIPAS,REYNOSA"
2020-07-14,17,"TAMAULIPAS,RÍO BRAVO"
2020-07-14,14,"TAMAULIPAS,SAN FERNANDO"
2020-07-14,6,"TAMAULIPAS,SOTO LA MARINA"
2020-07-14,62,"TAMAULIPAS,TAMPICO"
2020-07-14,2,"TAMAULIPAS,TULA"
2020-07-14,6,"TAMAULIPAS,VALLE HERMOSO"
2020-07-14,52,"TAMAULIPAS,VICTORIA"
2020-07-14,1,"TAMAULIPAS,VILLAGRÁN"
2020-07-14,1,"TLAXCALA,AMAXAC DE GUERRERO"
2020-07-14,14,"TLAXCALA,APIZACO"
2020-07-14,1,"TLAXCALA,ATLANGATEPEC"
2020-07-14,1,"TLAXCALA,CALPULALPAN"
2020-07-14,7,"TLAXCALA,CHIAUTEMPAN"
2020-07-14,4,"TLAXCALA,CONTLA DE JUAN CUAMATZI"
2020-07-14,2,"TLAXCALA,EL CARMEN TEQUEXQUITLA"
2020-07-14,12,"TLAXCALA,HUAMANTLA"
2020-07-14,1,"TLAXCALA,IXTACUIXTLA DE MARIANO MATAMOROS"
2020-07-14,1,"TLAXCALA,MUÑOZ DE DOMINGO ARENAS"
2020-07-14,2,"TLAXCALA,NANACAMILPA DE MARIANO ARISTA"
2020-07-14,3,"TLAXCALA,NATÍVITAS"
2020-07-14,1,"TLAXCALA,PANOTLA"
2020-07-14,1,"TLAXCALA,PAPALOTLA DE XICOHTÉNCATL"
2020-07-14,1,"TLAXCALA,SAN JOSÉ TEACALCO"
2020-07-14,2,"TLAXCALA,SAN PABLO DEL MONTE"
2020-07-14,3,"TLAXCALA,SANTA CRUZ TLAXCALA"
2020-07-14,1,"TLAXCALA,TEPETITLA DE LARDIZÁBAL"
2020-07-14,3,"TLAXCALA,TEPEYANCO"
2020-07-14,1,"TLAXCALA,TERRENATE"
2020-07-14,2,"TLAXCALA,TETLA DE LA SOLIDARIDAD"
2020-07-14,1,"TLAXCALA,TETLATLAHUCA"
2020-07-14,16,"TLAXCALA,TLAXCALA"
2020-07-14,1,"TLAXCALA,TLAXCO"
2020-07-14,1,"TLAXCALA,TOCATLÁN"
2020-07-14,1,"TLAXCALA,TZOMPANTEPEC"
2020-07-14,1,"TLAXCALA,XICOHTZINCO"
2020-07-14,1,"TLAXCALA,ZACATELCO"
2020-07-14,3,"VERACRUZ DE IGNACIO DE LA LLAVE,ACAYUCAN"
2020-07-14,1,"VERACRUZ DE IGNACIO DE LA LLAVE,ACTOPAN"
2020-07-14,1,"VERACRUZ DE IGNACIO DE LA LLAVE,ACULTZINGO"
2020-07-14,2,"VERACRUZ DE IGNACIO DE LA LLAVE,AGUA DULCE"
2020-07-14,1,"VERACRUZ DE IGNACIO DE LA LLAVE,ALTO LUCERO DE GUTIÉRREZ BARRIOS"
2020-07-14,6,"VERACRUZ DE IGNACIO DE LA LLAVE,ALVARADO"
2020-07-14,2,"VERACRUZ DE IGNACIO DE LA LLAVE,AMATLÁN DE LOS REYES"
2020-07-14,1,"VERACRUZ DE IGNACIO DE LA LLAVE,ANGEL R. CABADA"
2020-07-14,1,"VERACRUZ DE IGNACIO DE LA LLAVE,ATOYAC"
2020-07-14,1,"VERACRUZ DE IGNACIO DE LA LLAVE,ATZACAN"
2020-07-14,1,"VERACRUZ DE IGNACIO DE LA LLAVE,BANDERILLA"
2020-07-14,8,"VERACRUZ DE IGNACIO DE LA LLAVE,BOCA DEL RÍO"
2020-07-14,1,"VERACRUZ DE IGNACIO DE LA LLAVE,CALCAHUALCO"
2020-07-14,9,"VERACRUZ DE IGNACIO DE LA LLAVE,CAMERINO Z. MENDOZA"
2020-07-14,1,"VERACRUZ DE IGNACIO DE LA LLAVE,CARLOS A. CARRILLO"
2020-07-14,3,"VERACRUZ DE IGNACIO DE LA LLAVE,CATEMACO"
2020-07-14,2,"VERACRUZ DE IGNACIO DE LA LLAVE,CHICONTEPEC"
2020-07-14,1,"VERACRUZ DE IGNACIO DE LA LLAVE,CHOCAMÁN"
2020-07-14,32,"VERACRUZ DE IGNACIO DE LA LLAVE,COATZACOALCOS"
2020-07-14,1,"VERACRUZ DE IGNACIO DE LA LLAVE,COATZINTLA"
2020-07-14,1,"VERACRUZ DE IGNACIO DE LA LLAVE,COLIPA"
2020-07-14,6,"VERACRUZ DE IGNACIO DE LA LLAVE,COSAMALOAPAN DE CARPIO"
2020-07-14,5,"VERACRUZ DE IGNACIO DE LA LLAVE,COSOLEACAQUE"
2020-07-14,1,"VERACRUZ DE IGNACIO DE LA LLAVE,COYUTLA"
2020-07-14,1,"VERACRUZ DE IGNACIO DE LA LLAVE,CUICHAPA"
2020-07-14,1,"VERACRUZ DE IGNACIO DE LA LLAVE,CUITLÁHUAC"
2020-07-14,31,"VERACRUZ DE IGNACIO DE LA LLAVE,CÓRDOBA"
2020-07-14,1,"VERACRUZ DE IGNACIO DE LA LLAVE,EL HIGO"
2020-07-14,3,"VERACRUZ DE IGNACIO DE LA LLAVE,EMILIANO ZAPATA"
2020-07-14,5,"VERACRUZ DE IGNACIO DE LA LLAVE,FORTÍN"
2020-07-14,2,"VERACRUZ DE IGNACIO DE LA LLAVE,GUTIÉRREZ ZAMORA"
2020-07-14,1,"VERACRUZ DE IGNACIO DE LA LLAVE,HUILOAPAN DE CUAUHTÉMOC"
2020-07-14,1,"VERACRUZ DE IGNACIO DE LA LLAVE,ISLA"
2020-07-14,3,"VERACRUZ DE IGNACIO DE LA LLAVE,IXHUATLANCILLO"
2020-07-14,1,"VERACRUZ DE IGNACIO DE LA LLAVE,IXHUATLÁN DE MADERO"
2020-07-14,1,"VERACRUZ DE IGNACIO DE LA LLAVE,IXHUATLÁN DEL SURESTE"
2020-07-14,7,"VERACRUZ DE IGNACIO DE LA LLAVE,IXTACZOQUITLÁN"
2020-07-14,1,"VERACRUZ DE IGNACIO DE LA LLAVE,JILOTEPEC"
2020-07-14,2,"VERACRUZ DE IGNACIO DE LA LLAVE,JOSÉ AZUETA"
2020-07-14,1,"VERACRUZ DE IGNACIO DE LA LLAVE,JÁLTIPAN"
2020-07-14,9,"VERACRUZ DE IGNACIO DE LA LLAVE,LA ANTIGUA"
2020-07-14,5,"VERACRUZ DE IGNACIO DE LA LLAVE,LAS CHOAPAS"
2020-07-14,2,"VERACRUZ DE IGNACIO DE LA LLAVE,LERDO DE TEJADA"
2020-07-14,1,"VERACRUZ DE IGNACIO DE LA LLAVE,MALTRATA"
2020-07-14,1,"VERACRUZ DE IGNACIO DE LA LLAVE,MANLIO FABIO ALTAMIRANO"
2020-07-14,1,"VERACRUZ DE IGNACIO DE LA LLAVE,MARIANO ESCOBEDO"
2020-07-14,11,"VERACRUZ DE IGNACIO DE LA LLAVE,MARTÍNEZ DE LA TORRE"
2020-07-14,2,"VERACRUZ DE IGNACIO DE LA LLAVE,MEDELLÍN DE BRAVO"
2020-07-14,5,"VERACRUZ DE IGNACIO DE LA LLAVE,MINATITLÁN"
2020-07-14,2,"VERACRUZ DE IGNACIO DE LA LLAVE,MISANTLA"
2020-07-14,4,"VERACRUZ DE IGNACIO DE LA LLAVE,NANCHITAL DE LÁZARO CÁRDENAS DEL RÍO"
2020-07-14,1,"VERACRUZ DE IGNACIO DE LA LLAVE,NAOLINCO"
2020-07-14,2,"VERACRUZ DE IGNACIO DE LA LLAVE,NOGALES"
2020-07-14,23,"VERACRUZ DE IGNACIO DE LA LLAVE,ORIZABA"
2020-07-14,5,"VERACRUZ DE IGNACIO DE LA LLAVE,PAPANTLA"
2020-07-14,9,"VERACRUZ DE IGNACIO DE LA LLAVE,PEROTE"
2020-07-14,1,"VERACRUZ DE IGNACIO DE LA LLAVE,PLATÓN SÁNCHEZ"
2020-07-14,20,"VERACRUZ DE IGNACIO DE LA LLAVE,POZA RICA DE HIDALGO"
2020-07-14,5,"VERACRUZ DE IGNACIO DE LA LLAVE,PUENTE NACIONAL"
2020-07-14,9,"VERACRUZ DE IGNACIO DE LA LLAVE,PÁNUCO"
2020-07-14,2,"VERACRUZ DE IGNACIO DE LA LLAVE,RAFAEL DELGADO"
2020-07-14,5,"VERACRUZ DE IGNACIO DE LA LLAVE,RÍO BLANCO"
2020-07-14,5,"VERACRUZ DE IGNACIO DE LA LLAVE,SAN ANDRÉS TUXTLA"
2020-07-14,1,"VERACRUZ DE IGNACIO DE LA LLAVE,SAN RAFAEL"
2020-07-14,2,"VERACRUZ DE IGNACIO DE LA LLAVE,SANTIAGO TUXTLA"
2020-07-14,1,"VERACRUZ DE IGNACIO DE LA LLAVE,SAYULA DE ALEMÁN"
2020-07-14,1,"VERACRUZ DE IGNACIO DE LA LLAVE,TAMIAHUA"
2020-07-14,1,"VERACRUZ DE IGNACIO DE LA LLAVE,TANTOYUCA"
2020-07-14,1,"VERACRUZ DE IGNACIO DE LA LLAVE,TEPETZINTLA"
2020-07-14,2,"VERACRUZ DE IGNACIO DE LA LLAVE,TEZONAPA"
2020-07-14,4,"VERACRUZ DE IGNACIO DE LA LLAVE,TIERRA BLANCA"
2020-07-14,2,"VERACRUZ DE IGNACIO DE LA LLAVE,TIHUATLÁN"
2020-07-14,1,"VERACRUZ DE IGNACIO DE LA LLAVE,TLACOLULAN"
2020-07-14,1,"VERACRUZ DE IGNACIO DE LA LLAVE,TLACOTALPAN"
2020-07-14,1,"VERACRUZ DE IGNACIO DE LA LLAVE,TLALIXCOYAN"
2020-07-14,1,"VERACRUZ DE IGNACIO DE LA LLAVE,TLAPACOYAN"
2020-07-14,1,"VERACRUZ DE IGNACIO DE LA LLAVE,TRES VALLES"
2020-07-14,11,"VERACRUZ DE IGNACIO DE LA LLAVE,TUXPAN"
2020-07-14,8,"VERACRUZ DE IGNACIO DE LA LLAVE,URSULO GALVÁN"
2020-07-14,1,"VERACRUZ DE IGNACIO DE LA LLAVE,VEGA DE ALATORRE"
2020-07-14,86,"VERACRUZ DE IGNACIO DE LA LLAVE,VERACRUZ"
2020-07-14,38,"VERACRUZ DE IGNACIO DE LA LLAVE,XALAPA"
2020-07-14,1,"VERACRUZ DE IGNACIO DE LA LLAVE,YANGA"
2020-07-14,1,"VERACRUZ DE IGNACIO DE LA LLAVE,ZONGOLICA"
2020-07-14,1,"VERACRUZ DE IGNACIO DE LA LLAVE,ZOZOCOLCO DE HIDALGO"
2020-07-14,2,"VERACRUZ DE IGNACIO DE LA LLAVE,ÁLAMO TEMAPACHE"
2020-07-14,1,"YUCATÁN,BACA"
2020-07-14,1,"YUCATÁN,CHANKOM"
2020-07-14,1,"YUCATÁN,CHAPAB"
2020-07-14,1,"YUCATÁN,CHICHIMILÁ"
2020-07-14,2,"YUCATÁN,CONKAL"
2020-07-14,2,"YUCATÁN,CUNCUNUL"
2020-07-14,3,"YUCATÁN,HALACHÓ"
2020-07-14,3,"YUCATÁN,HUNUCMÁ"
2020-07-14,4,"YUCATÁN,IZAMAL"
2020-07-14,5,"YUCATÁN,KANASÍN"
2020-07-14,1,"YUCATÁN,MAXCANÚ"
2020-07-14,2,"YUCATÁN,MOTUL"
2020-07-14,102,"YUCATÁN,MÉRIDA"
2020-07-14,2,"YUCATÁN,OXKUTZCAB"
2020-07-14,1,"YUCATÁN,PETO"
2020-07-14,1,"YUCATÁN,PROGRESO"
2020-07-14,1,"YUCATÁN,SACALUM"
2020-07-14,7,"YUCATÁN,TEKAX"
2020-07-14,1,"YUCATÁN,TEKOM"
2020-07-14,1,"YUCATÁN,TELCHAC PUERTO"
2020-07-14,8,"YUCATÁN,TEMOZÓN"
2020-07-14,14,"YUCATÁN,TICUL"
2020-07-14,2,"YUCATÁN,TIZIMÍN"
2020-07-14,1,"YUCATÁN,TZUCACAB"
2020-07-14,4,"YUCATÁN,UMÁN"
2020-07-14,17,"YUCATÁN,VALLADOLID"
2020-07-14,1,"YUCATÁN,YAXKUKUL"
2020-07-14,1,"ZACATECAS,CALERA"
2020-07-14,24,"ZACATECAS,FRESNILLO"
2020-07-14,9,"ZACATECAS,GUADALUPE"
2020-07-14,2,"ZACATECAS,JEREZ"
2020-07-14,4,"ZACATECAS,MONTE ESCOBEDO"
2020-07-14,1,"ZACATECAS,NOCHISTLÁN DE MEJÍA"
2020-07-14,1,"ZACATECAS,OJOCALIENTE"
2020-07-14,1,"ZACATECAS,PINOS"
2020-07-14,2,"ZACATECAS,SOMBRERETE"
2020-07-14,2,"ZACATECAS,TEÚL DE GONZÁLEZ ORTEGA"
2020-07-14,1,"ZACATECAS,TLALTENANGO DE SÁNCHEZ ROMÁN"
2020-07-14,13,"ZACATECAS,ZACATECAS"
